LOCATION,MEASURE,TIME,Value
HUN,AGRWTH,1997,20.930435
HUN,AGRWTH,1998,15.778145
HUN,AGRWTH,1999,7.550825
HUN,AGRWTH,2000,16.790354
HUN,AGRWTH,2001,17.3688
HUN,AGRWTH,2002,12.258128
HUN,AGRWTH,2003,10.807169
HUN,AGRWTH,2004,11.295785
HUN,AGRWTH,2005,9.074049
HUN,AGRWTH,2006,6.346566
HUN,AGRWTH,2007,7.714342
HUN,AGRWTH,2008,7.263704
HUN,AGRWTH,2009,-1.64206
HUN,AGRWTH,2010,0.49502
HUN,AGRWTH,2011,4.740262
HUN,AGRWTH,2012,3.567264
HUN,AGRWTH,2013,0.429262
HUN,AGRWTH,2014,-0.302368
HUN,AGRWTH,2015,1.782763
HUN,AGRWTH,2016,1.320371
HUN,AGRWTH,2017,7.524683
HUN,AGRWTH,2018,7.153045
HUN,AGRWTH,2019,7.015917
HUN,AGRWTH,2020,6.685399
HUN,AGRWTH,2021,6.899076
HUN,AGRWTH,2022,15.09241
IRL,AGRWTH,1996,4.51793
IRL,AGRWTH,1997,6.990791
IRL,AGRWTH,1998,7.218984
IRL,AGRWTH,1999,5.802181
IRL,AGRWTH,2000,8.405679
IRL,AGRWTH,2001,9.270149
IRL,AGRWTH,2002,5.93612
IRL,AGRWTH,2003,7.994707
IRL,AGRWTH,2004,6.604759
IRL,AGRWTH,2005,5.408456
IRL,AGRWTH,2006,5.525003
IRL,AGRWTH,2007,7.13568
IRL,AGRWTH,2008,5.7054
IRL,AGRWTH,2009,3.289326
IRL,AGRWTH,2010,-2.640846
IRL,AGRWTH,2011,0.0162
IRL,AGRWTH,2012,1.233016
IRL,AGRWTH,2013,-2.053778
IRL,AGRWTH,2014,0.388718
IRL,AGRWTH,2015,2.588748
IRL,AGRWTH,2016,0.754406
IRL,AGRWTH,2017,1.952249
IRL,AGRWTH,2018,1.757382
IRL,AGRWTH,2019,3.607116
IRL,AGRWTH,2020,9.111944
IRL,AGRWTH,2021,2.772682
IRL,AGRWTH,2022,1.070146
ITA,AGRWTH,1996,5.699743
ITA,AGRWTH,1997,4.53542
ITA,AGRWTH,1998,-1.915548
ITA,AGRWTH,1999,2.201379
ITA,AGRWTH,2000,2.305804
ITA,AGRWTH,2001,3.763303
ITA,AGRWTH,2002,3.256156
ITA,AGRWTH,2003,4.159579
ITA,AGRWTH,2004,3.145628
ITA,AGRWTH,2005,3.255645
ITA,AGRWTH,2006,1.903534
ITA,AGRWTH,2007,2.212631
ITA,AGRWTH,2008,2.751146
ITA,AGRWTH,2009,2.755524
ITA,AGRWTH,2010,2.367371
ITA,AGRWTH,2011,1.037594
ITA,AGRWTH,2012,0.964942
ITA,AGRWTH,2013,1.596705
ITA,AGRWTH,2014,0.245546
ITA,AGRWTH,2015,0.750877
ITA,AGRWTH,2016,-0.379478
ITA,AGRWTH,2017,0.307278
ITA,AGRWTH,2018,1.608358
ITA,AGRWTH,2019,1.810434
ITA,AGRWTH,2020,5.097399
ITA,AGRWTH,2021,-1.581221
ITA,AGRWTH,2022,2.499161
NLD,AGRWTH,1996,0.907635
NLD,AGRWTH,1997,3.026048
NLD,AGRWTH,1998,3.856617
NLD,AGRWTH,1999,4.185926
NLD,AGRWTH,2000,6.657708
NLD,AGRWTH,2001,3.245649
NLD,AGRWTH,2002,5.179027
NLD,AGRWTH,2003,3.64986
NLD,AGRWTH,2004,1.727742
NLD,AGRWTH,2005,2.532448
NLD,AGRWTH,2006,1.991707
NLD,AGRWTH,2007,3.082673
NLD,AGRWTH,2008,3.8324
NLD,AGRWTH,2009,3.156728
NLD,AGRWTH,2010,0.928942
NLD,AGRWTH,2011,1.753639
NLD,AGRWTH,2012,2.708421
NLD,AGRWTH,2013,1.468234
NLD,AGRWTH,2014,0.941189
NLD,AGRWTH,2015,0.148419
NLD,AGRWTH,2016,0.862042
NLD,AGRWTH,2017,1.117171
NLD,AGRWTH,2018,1.902652
NLD,AGRWTH,2019,2.514942
NLD,AGRWTH,2020,7.44555
NLD,AGRWTH,2021,-0.09325
NLD,AGRWTH,2022,4.154548
NOR,AGRWTH,1996,4.731318
NOR,AGRWTH,1997,5.229561
NOR,AGRWTH,1998,7.071445
NOR,AGRWTH,1999,5.4415
NOR,AGRWTH,2000,6.072663
NOR,AGRWTH,2001,7.719921
NOR,AGRWTH,2002,5.652263
NOR,AGRWTH,2003,5.174837
NOR,AGRWTH,2004,2.80673
NOR,AGRWTH,2005,4.386417
NOR,AGRWTH,2006,5.718748
NOR,AGRWTH,2007,5.378825
NOR,AGRWTH,2008,5.823496
NOR,AGRWTH,2009,4.757938
NOR,AGRWTH,2010,2.716908
NOR,AGRWTH,2011,4.306101
NOR,AGRWTH,2012,4.689328
NOR,AGRWTH,2013,5.140825
NOR,AGRWTH,2014,2.820846
NOR,AGRWTH,2015,2.477704
NOR,AGRWTH,2016,1.058028
NOR,AGRWTH,2017,2.672124
NOR,AGRWTH,2018,3.1093
NOR,AGRWTH,2019,3.961468
NOR,AGRWTH,2020,2.366587
NOR,AGRWTH,2021,3.637635
NOR,AGRWTH,2022,4.281578
SVK,AGRWTH,1996,15.261525
SVK,AGRWTH,1997,16.461627
SVK,AGRWTH,1998,10.780937
SVK,AGRWTH,1999,7.322391
SVK,AGRWTH,2000,13.500009
SVK,AGRWTH,2001,6.641616
SVK,AGRWTH,2002,12.040643
SVK,AGRWTH,2003,11.525967
SVK,AGRWTH,2004,5.339183
SVK,AGRWTH,2005,6.65872
SVK,AGRWTH,2006,8.003831
SVK,AGRWTH,2007,8.227626
SVK,AGRWTH,2008,6.444773
SVK,AGRWTH,2009,3.696036
SVK,AGRWTH,2010,3.552289
SVK,AGRWTH,2011,2.576421
SVK,AGRWTH,2012,2.657306
SVK,AGRWTH,2013,3.482277
SVK,AGRWTH,2014,2.593255
SVK,AGRWTH,2015,4.009491
SVK,AGRWTH,2016,3.107605
SVK,AGRWTH,2017,6.854755
SVK,AGRWTH,2018,6.613663
SVK,AGRWTH,2019,7.790011
SVK,AGRWTH,2020,11.163795
SVK,AGRWTH,2021,5.812955
SVK,AGRWTH,2022,3.474386
ESP,AGRWTH,1996,2.999012
ESP,AGRWTH,1997,2.426509
ESP,AGRWTH,1998,1.784806
ESP,AGRWTH,1999,1.470535
ESP,AGRWTH,2000,3.278009
ESP,AGRWTH,2001,2.278776
ESP,AGRWTH,2002,3.234253
ESP,AGRWTH,2003,2.589608
ESP,AGRWTH,2004,3.685406
ESP,AGRWTH,2005,3.511336
ESP,AGRWTH,2006,4.262024
ESP,AGRWTH,2007,4.970277
ESP,AGRWTH,2008,6.535996
ESP,AGRWTH,2009,3.671233
ESP,AGRWTH,2010,1.798072
ESP,AGRWTH,2011,-0.032132
ESP,AGRWTH,2012,-0.326633
ESP,AGRWTH,2013,1.02298
ESP,AGRWTH,2014,0.284393
ESP,AGRWTH,2015,0.680056
ESP,AGRWTH,2016,-0.411567
ESP,AGRWTH,2017,1.061196
ESP,AGRWTH,2018,1.461115
ESP,AGRWTH,2019,4.8529
ESP,AGRWTH,2020,7.239337
ESP,AGRWTH,2021,0.537293
ESP,AGRWTH,2022,2.72976
SWE,AGRWTH,1994,3.867419
SWE,AGRWTH,1996,5.878017
SWE,AGRWTH,1997,5.61538
SWE,AGRWTH,1998,-1.467747
SWE,AGRWTH,1999,3.232849
SWE,AGRWTH,2000,8.136554
SWE,AGRWTH,2001,5.77518
SWE,AGRWTH,2002,4.7398
SWE,AGRWTH,2003,4.788706
SWE,AGRWTH,2004,2.59685
SWE,AGRWTH,2005,3.668573
SWE,AGRWTH,2006,2.878387
SWE,AGRWTH,2007,4.620855
SWE,AGRWTH,2008,3.052994
SWE,AGRWTH,2009,3.234512
SWE,AGRWTH,2010,0.720062
SWE,AGRWTH,2011,3.040273
SWE,AGRWTH,2012,3.91496
SWE,AGRWTH,2013,2.423507
SWE,AGRWTH,2014,2.306192
SWE,AGRWTH,2015,2.468284
SWE,AGRWTH,2016,1.515302
SWE,AGRWTH,2017,2.972763
SWE,AGRWTH,2018,3.924544
SWE,AGRWTH,2019,3.855733
SWE,AGRWTH,2020,4.295417
SWE,AGRWTH,2021,2.676381
SWE,AGRWTH,2022,3.328765
GBR,AGRWTH,1996,3.145812
GBR,AGRWTH,1997,6.985456
GBR,AGRWTH,1998,1.779247
GBR,AGRWTH,1999,6.552107
GBR,AGRWTH,2000,6.654856
GBR,AGRWTH,2001,5.615909
GBR,AGRWTH,2002,2.493303
GBR,AGRWTH,2003,5.815277
GBR,AGRWTH,2004,6.780218
GBR,AGRWTH,2005,3.342329
GBR,AGRWTH,2006,5.38738
GBR,AGRWTH,2007,5.669531
GBR,AGRWTH,2008,2.382409
GBR,AGRWTH,2009,1.055569
GBR,AGRWTH,2010,3.471983
GBR,AGRWTH,2011,0.854374
GBR,AGRWTH,2012,0.203065
GBR,AGRWTH,2013,2.114797
GBR,AGRWTH,2014,0.487861
GBR,AGRWTH,2015,2.164445
GBR,AGRWTH,2016,2.177314
GBR,AGRWTH,2017,2.826772
GBR,AGRWTH,2018,2.852464
GBR,AGRWTH,2019,3.474331
GBR,AGRWTH,2020,10.788873
GBR,AGRWTH,2021,-3.050317
GBR,AGRWTH,2022,3.910608
USA,AGRWTH,1996,3.901417
USA,AGRWTH,1997,3.42306
USA,AGRWTH,1998,4.921543
USA,AGRWTH,1999,4.41443
USA,AGRWTH,2000,6.532814
USA,AGRWTH,2001,4.4195
USA,AGRWTH,2002,2.528722
USA,AGRWTH,2003,4.063899
USA,AGRWTH,2004,4.47834
USA,AGRWTH,2005,3.676729
USA,AGRWTH,2006,3.868934
USA,AGRWTH,2007,4.444716
USA,AGRWTH,2008,2.99842
USA,AGRWTH,2009,1.937656
USA,AGRWTH,2010,1.895885
USA,AGRWTH,2011,1.983791
USA,AGRWTH,2012,2.17274
USA,AGRWTH,2013,1.487883
USA,AGRWTH,2014,2.530017
USA,AGRWTH,2015,2.882751
USA,AGRWTH,2016,1.198753
USA,AGRWTH,2017,3.100415
USA,AGRWTH,2018,3.28562
USA,AGRWTH,2019,3.195345
USA,AGRWTH,2020,7.151292
USA,AGRWTH,2021,3.84127
MEX,AGRWTH,1996,23.53197
MEX,AGRWTH,1997,20.673197
MEX,AGRWTH,1998,24.086149
MEX,AGRWTH,1999,16.376784
MEX,AGRWTH,2000,19.279248
MEX,AGRWTH,2001,11.531713
MEX,AGRWTH,2002,2.194262
MEX,AGRWTH,2003,8.523526
MEX,AGRWTH,2004,4.167451
MEX,AGRWTH,2005,3.74923
MEX,AGRWTH,2006,4.400024
MEX,AGRWTH,2007,5.258406
MEX,AGRWTH,2008,4.775704
MEX,AGRWTH,2009,2.96212
MEX,AGRWTH,2010,2.70998
MEX,AGRWTH,2011,6.096042
MEX,AGRWTH,2012,3.651825
MEX,AGRWTH,2013,3.468264
MEX,AGRWTH,2014,3.982526
MEX,AGRWTH,2015,2.731132
MEX,AGRWTH,2016,3.972112
MEX,AGRWTH,2017,4.607653
MEX,AGRWTH,2018,5.041365
MEX,AGRWTH,2019,3.938491
MEX,AGRWTH,2020,7.918914
MEX,AGRWTH,2021,2.339181
NZL,AGRWTH,1996,3.111984
NZL,AGRWTH,1997,3.658532
NZL,AGRWTH,1998,-0.532927
NZL,AGRWTH,1999,-1.384858
NZL,AGRWTH,2000,3.542921
NZL,AGRWTH,2001,4.641636
NZL,AGRWTH,2002,3.845996
NZL,AGRWTH,2003,4.477309
NZL,AGRWTH,2004,3.885094
NZL,AGRWTH,2005,4.913789
NZL,AGRWTH,2006,5.062972
NZL,AGRWTH,2007,7.983169
NZL,AGRWTH,2008,3.467022
NZL,AGRWTH,2009,4.824771
NZL,AGRWTH,2010,1.595629
NZL,AGRWTH,2011,3.340696
NZL,AGRWTH,2012,3.637256
NZL,AGRWTH,2013,-1.688485
NZL,AGRWTH,2014,1.238384
NZL,AGRWTH,2015,3.231387
NZL,AGRWTH,2016,4.841881
NZL,AGRWTH,2017,1.926504
NZL,AGRWTH,2018,3.93895
NZL,AGRWTH,2019,4.331659
NZL,AGRWTH,2020,4.448764
NZL,AGRWTH,2021,10.296871
